path,accident,severity,use_for_training
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\32.csv,LR,32.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\33.csv,LR,33.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\34.csv,LR,34.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\35.csv,LR,35.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\36.csv,LR,36.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\37.csv,LR,37.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\38.csv,LR,38.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\39.csv,LR,39.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\40.csv,LR,40.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\41.csv,LR,41.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\42.csv,LR,42.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\43.csv,LR,43.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\44.csv,LR,44.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\45.csv,LR,45.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\46.csv,LR,46.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\47.csv,LR,47.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\48.csv,LR,48.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\49.csv,LR,49.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\50.csv,LR,50.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\51.csv,LR,51.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\52.csv,LR,52.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\53.csv,LR,53.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\54.csv,LR,54.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\55.csv,LR,55.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\56.csv,LR,56.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\57.csv,LR,57.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\58.csv,LR,58.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\59.csv,LR,59.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\60.csv,LR,60.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\61.csv,LR,61.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\62.csv,LR,62.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\63.csv,LR,63.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\64.csv,LR,64.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\65.csv,LR,65.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\66.csv,LR,66.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\67.csv,LR,67.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\68.csv,LR,68.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\69.csv,LR,69.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\70.csv,LR,70.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\71.csv,LR,71.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\72.csv,LR,72.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\73.csv,LR,73.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\74.csv,LR,74.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\75.csv,LR,75.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\76.csv,LR,76.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\77.csv,LR,77.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\78.csv,LR,78.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\79.csv,LR,79.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\80.csv,LR,80.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\81.csv,LR,81.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\82.csv,LR,82.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\83.csv,LR,83.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\84.csv,LR,84.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\85.csv,LR,85.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\86.csv,LR,86.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\87.csv,LR,87.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\88.csv,LR,88.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\89.csv,LR,89.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\90.csv,LR,90.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\91.csv,LR,91.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\92.csv,LR,92.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\93.csv,LR,93.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\94.csv,LR,94.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\95.csv,LR,95.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\96.csv,LR,96.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\97.csv,LR,97.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\98.csv,LR,98.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\LR\99.csv,LR,99.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\1.csv,MD,1.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\2.csv,MD,2.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\3.csv,MD,3.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\4.csv,MD,4.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\5.csv,MD,5.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\6.csv,MD,6.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\7.csv,MD,7.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\8.csv,MD,8.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\9.csv,MD,9.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\10.csv,MD,10.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\11.csv,MD,11.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\12.csv,MD,12.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\13.csv,MD,13.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\14.csv,MD,14.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\15.csv,MD,15.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\16.csv,MD,16.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\17.csv,MD,17.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\18.csv,MD,18.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\19.csv,MD,19.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\20.csv,MD,20.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\21.csv,MD,21.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\22.csv,MD,22.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\23.csv,MD,23.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\24.csv,MD,24.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\25.csv,MD,25.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\26.csv,MD,26.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\27.csv,MD,27.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\28.csv,MD,28.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\29.csv,MD,29.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\30.csv,MD,30.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\31.csv,MD,31.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\32.csv,MD,32.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\33.csv,MD,33.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\34.csv,MD,34.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\35.csv,MD,35.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\36.csv,MD,36.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\37.csv,MD,37.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\38.csv,MD,38.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\39.csv,MD,39.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\40.csv,MD,40.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\41.csv,MD,41.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\42.csv,MD,42.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\43.csv,MD,43.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\44.csv,MD,44.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\45.csv,MD,45.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\46.csv,MD,46.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\47.csv,MD,47.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\48.csv,MD,48.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\49.csv,MD,49.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\50.csv,MD,50.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\51.csv,MD,51.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\52.csv,MD,52.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\53.csv,MD,53.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\54.csv,MD,54.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\55.csv,MD,55.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\56.csv,MD,56.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\57.csv,MD,57.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\58.csv,MD,58.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\59.csv,MD,59.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\60.csv,MD,60.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\61.csv,MD,61.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\62.csv,MD,62.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\63.csv,MD,63.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\64.csv,MD,64.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\65.csv,MD,65.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\66.csv,MD,66.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\67.csv,MD,67.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\68.csv,MD,68.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\69.csv,MD,69.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\70.csv,MD,70.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\71.csv,MD,71.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\72.csv,MD,72.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\73.csv,MD,73.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\74.csv,MD,74.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\75.csv,MD,75.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\76.csv,MD,76.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\77.csv,MD,77.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\78.csv,MD,78.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\79.csv,MD,79.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\80.csv,MD,80.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\81.csv,MD,81.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\82.csv,MD,82.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\83.csv,MD,83.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\84.csv,MD,84.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\85.csv,MD,85.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\86.csv,MD,86.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\87.csv,MD,87.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\88.csv,MD,88.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\89.csv,MD,89.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\90.csv,MD,90.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\91.csv,MD,91.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\92.csv,MD,92.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\93.csv,MD,93.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\94.csv,MD,94.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\95.csv,MD,95.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\96.csv,MD,96.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\97.csv,MD,97.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\98.csv,MD,98.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\99.csv,MD,99.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\MD\100.csv,MD,100.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\Normal\1.csv,Normal,1.0,False
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-1.csv,RI,-1.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-2.csv,RI,-2.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-3.csv,RI,-3.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-4.csv,RI,-4.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-5.csv,RI,-5.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-6.csv,RI,-6.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-7.csv,RI,-7.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-8.csv,RI,-8.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-9.csv,RI,-9.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-10.csv,RI,-10.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-11.csv,RI,-11.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-12.csv,RI,-12.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-13.csv,RI,-13.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-14.csv,RI,-14.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-15.csv,RI,-15.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-16.csv,RI,-16.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-17.csv,RI,-17.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-18.csv,RI,-18.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-19.csv,RI,-19.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-20.csv,RI,-20.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-21.csv,RI,-21.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-22.csv,RI,-22.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-23.csv,RI,-23.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-24.csv,RI,-24.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-25.csv,RI,-25.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-26.csv,RI,-26.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-27.csv,RI,-27.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-28.csv,RI,-28.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-29.csv,RI,-29.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-30.csv,RI,-30.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-31.csv,RI,-31.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-32.csv,RI,-32.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-33.csv,RI,-33.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-34.csv,RI,-34.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-35.csv,RI,-35.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-36.csv,RI,-36.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-37.csv,RI,-37.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-38.csv,RI,-38.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-39.csv,RI,-39.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-40.csv,RI,-40.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-41.csv,RI,-41.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-42.csv,RI,-42.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-43.csv,RI,-43.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-44.csv,RI,-44.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-45.csv,RI,-45.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-46.csv,RI,-46.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-47.csv,RI,-47.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-48.csv,RI,-48.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-49.csv,RI,-49.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-50.csv,RI,-50.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-51.csv,RI,-51.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-52.csv,RI,-52.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-53.csv,RI,-53.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-54.csv,RI,-54.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-55.csv,RI,-55.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-56.csv,RI,-56.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-57.csv,RI,-57.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-58.csv,RI,-58.0,True
